,idx,msg_txt,annotation
1618,1760,"  On the night of July 23, 2023, the occupiers attacked Odesa region again, using 19 missiles of various types  💥 As a result of combat operations, the Air Force destroyed 9 air targets    - 4 Kalibr sea-launched cruise missiles; - 5 Iskander-K ground-launched cruise missiles.    ✈️ Over the current and previous days, the Air Force aviation has carried out more than 15 air strikes on objects, places of concentration of equipment and personnel of the Russian occupiers.    https//t.me/operativnoZSU ",1
1619,1761,"  A man was wounded in rocket attacks on Kharkiv on the night of July 31 and hospitalized, said Volodymyr Tymoshko, head of Kharkiv police. Warehouses and cars were damaged. The Russians struck Novobavarsky district with S-300 missiles from the territory of Belgorod region, said regional prosecutor's office spokesman Dmytro Chubenko. ",1
1620,1762,"  Today, on January 25, explosive ordnance will be disposed of in Vyshhorod district.    Therefore, in some areas of the city, you will hear the sound of explosions. Do not panic!  Follow the safety rules and stay in shelters until the air raid is over!   Kyiv City Military Administration.    https//t.me/operativnoZSU ",0
1621,1763,  The European Parliament voted in favor of a new mechanism to stimulate the defense industry and help countries modernize their armaments - the press service of the European Parliament  https//t.me/operativnoZSU ,0
1622,1764,"  At 0023, for some reason, the racists' ""butterfly"" does not look the way it should look if the video contained at least a drop of truth, not propaganda.      It was the racists who chaotically mined vast areas in eastern and southern Ukraine and made them dangerous for human life.    P.S. we are aware that the photo is of a Lepestok mine, but for some reason journalists call it a butterfly, and this name fits the context of the video. ",0
1623,1765,"  Russia-backed militants shell Kostiantynivka in Donetsk region. Three civilians killed, two more wounded - OVA  @antiitforce ",0
1624,1766,"  Another pseudo-law enforcement officer a man was served a notice of suspicion  During the occupation of Kupyansk, a local resident decided to build a career as a ""law enforcement officer"" under the guidance of Russian representatives.   The pseudo-patrolman was checking documents at checkpoints and registering traffic accidents.    The suspect is currently hiding from the investigation - the issue of putting him on the wanted list is being decided.    Send the news to @Kharkiv_Lifebot 👉 SUBSCRIBE ",0
1625,1767,  Activists of the Yellow Ribbon movement continue to distribute posters and yellow ribbons in occupied Melitopol. The occupiers are beginning to realize that no one wants to see them here.     https//t.me/operativnoZSU ,0
1626,1768,"  Explosions were heard in Khmelnytskyi, and a target was also spotted in Zhytomyr region  19.13 explosions in Zhytomyr region  Send news to @our_odessabot 👉 SUBSCRIBE ",1
1627,1770,"  ""Probably, the enemy has received a new batch of Iranian drones,"" Mykhailo Shamanov, spokesman for the Kyiv Military Administration  ""There was a lull in the capital for 25 days, but tonight the enemy tried to attack the capital again. The enemy's tactics have not really changed, i.e. they are launching drones from the northern direction. Most likely, it was a new batch of Shahed UAVs from Iran.""  https//t.me/operativnoZSU ",0
1628,1771,"  About 200 newly mobilized Russian servicemen arrived in Zaitseve, Donetsk region, from the reserve of the Russian occupation forces to replenish their own losses in manpower, - General Staff  It has been established that due to the lack of clear instructions on their further use, short periods of individual and collective training, and unsatisfactory level of equipment, these soldiers have a low level of moral and psychological state.    Therefore, the newly-appointed occupiers are looking for reasons to avoid participation in hostilities.     https//t.me/operativnoZSU ",0
1629,1759,"  📲⚖️ Diia has a new service - now you can get a court decision in a few clicks on your smartphone  Instructions on how to use the service 👇🏼  1. Log in to the updated Diia.    2. Click Services and select Court cases.    3. View the court decision and download it to your smartphone, if necessary.    In addition to the electronic court decision, Diia will send you a notification about the court case in which you are involved. ",1
1631,795,"  Nearly 1,800 residents of Kharkiv region have been killed since Russia's invasion of Ukraine began, and more than 2,500 people have been injured, Kharkiv Regional Prosecutor's Office head Oleksandr Filchakov said on February 14. ",0
1632,1773,  Office of the Prosecutor General confirmed the dismissal of Deputy Prosecutor General Alexei Simonenko  🇺🇦 Ukraine Now ,0
1633,1775,"  Destroying enemy ammunition, - Ukrainian Armed Forces  During aerial reconnaissance of the area near Maryinka, Special Operations Forces operators discovered a cluster of mines.    Thanks to their precise work, drone drops destroyed the ammunition that the enemy planned to use in this area in the future.    https//t.me/operativnoZSU ",0
1634,1776,"  😡 Enemy's TG channels are spreading information that the 103rd Brigade of the TRO has become a source of hepatitis B in Lviv hospitals  According to the propagandists, over the past six months, Lviv doctors have detected 49 cases of the disease.     In this way, the enemy is trying to demoralize the brigade's personnel in order to reduce motivation and morale.    🇺🇦 Lviv 24/7 ",0
1635,1777,"  ‼️ We're taking heavy casualties,"" the head of the Da Vinci Wolves battalion's medical...    Alina Mikhailova added that there would be no victory today, tomorrow or a year from now.    🇺🇦 Donbas Operative ✍️ Subscribe 📩 Request to share the news ",0
1636,1778,"  Russia started offering insurance services ""against drone attacks""😂  👉 What happened?  🇺🇦 Ukraine Now / Subscribe ",0
1637,1779,  ✊There is not a single day that our brothers do not hone their precise interaction. The enemy has no chance!  https//t.me/operativnoZSU ,0
1638,1780,  🇱🇹#Lithuania sends a group of instructors to 🇩🇪Німеччини to train Ukraine's military 🇺🇦Збройних  The training mission is part of the European Union Training Mission (EUMAM) for Ukraine.    https//mil.in.ua/uk/news/lytva-vidpravyla-do-nimechchyny-instruktoriv-dlya-navchannya-ukrayinskyh-vijskovyh/  #Ukraine #Ukraine @milinua ,0
1639,1781,"  ⚡️Бизнес-jet Prigozhin was shot down by air defense fire at a Defense Ministry department in the Tver region - rossMedia  Local residents heard two explosions before the plane went down, as confirmed by inversion traces in the sky in one of the videos.    UA Insider | Subscribe ",0
1640,1782,"  ❗""In some of its wars, Russia has lost fewer people in total than it is putting down near Bakhmut,"" Zelenskyy said in a video address.    🗣️""Bakhmut, Vuhledar, and other areas in Donetsk region are under constant Russian assaults, the situation is very tough. But every stopped step of the enemy there means dozens of stopped steps in other areas. I am grateful to all our units and to each soldier personally who, despite everything, maintains their positions and repels enemy attacks in Donetsk region."" ",0
1641,1783,  Forwarded from Why the alarm | Radar Alert all over Ukraine due to the takeoff of Mig31K from Savasleyka airfield  ➡️ Subscribe ,0
1642,1784,  A sound similar to an explosion was reported on the left bank. No alarm has been raised. There is no preliminary danger ㅤ Send the news to @novosti_kieva_bot 👉 SUBSCRIBE ,0
1643,1785,"  Schedules of outages in Kyiv are not valid due to restrictions on power generation, - Yasno CEO Serhiy Kovalenko.    ""Today, Kyiv had a limit of 952 MW. These limits are not enough to switch from emergency outages to planned, stabilization ones. The schedules are not valid.   For tomorrow, the projected restrictions are the same as today,"" Kovalenko said.    👉 Subscribe to ZN.UA ",0
